OBT:003381	fermented cheese
OBT:002789	endothelium
OBT:002791	eschar
OBT:002863	sulfide mound
OBT:002716	human body louse
OBT:002834	plant litter
OBT:002850	root
OBT:003205	hopped wort
OBT:003236	unhopped wort
OBT:002751	vinegar factory
OBT:002695	coal mine lake sediment
OBT:002778	contaminated sediment
OBT:003043	contaminated soil
OBT:002776	coastal aquifer
OBT:002759	alluvial gravel aquifer
OBT:002852	sand aquifer
OBT:002794	flooded soil
OBT:002815	marine wetland
OBT:002777	coffee plant
OBT:002693	brown dog tick
OBT:002658	Brugia malayi
OBT:002704	embryonic root part
OBT:002810	intestine
OBT:002712	healthy person
OBT:002859	submersed aquatic plant
OBT:002853	scald
OBT:002780	cultivated Leguminosae
OBT:002873	underground mine
OBT:002703	embryonic root
OBT:002721	hypocotyl
OBT:002741	shoot apex
OBT:002793	fish
OBT:002717	human head louse
OBT:002722	intertidal sediment
OBT:003178	acidified beer wort
OBT:002878	water-table aquifer
OBT:002696	cold-seep sediment
OBT:002814	marine microbial mat
OBT:002805	hot water distribution system
OBT:002799	geothermal aquifer
OBT:002802	granitic rock aquifer
OBT:002692	broiler meat strip
OBT:002739	sake brewery
OBT:002795	flowing water
OBT:002700	deer herd meat
OBT:002737	red deer meat
OBT:002738	roe deer meat
OBT:002769	brine
OBT:002842	rennet
OBT:002758	algae
OBT:002870	tobacco plant
OBT:003116	septic tank
OBT:002785	dendritic cell
OBT:002933	salmonides
OBT:002931	river water
OBT:002930	rice plant
OBT:003174	wastewater treatment equipment
OBT:002880	acid mine drainage
OBT:002977	cotton cultivated soil
OBT:002904	flower
OBT:003266	mine waste water
OBT:002903	farmed fish
OBT:002941	stem
OBT:003117	soil contaminated with agricultural activity
OBT:003120	urban soil
OBT:002813	malt vinegar brewery
OBT:002929	radioactive sediment
OBT:002937	shallow coastal aquifer
OBT:002907	gravel aquifer
OBT:003118	soil contaminated with industrial xenobiotic compound
OBT:002997	marine sponge
OBT:002932	root nodule
OBT:002940	soda lake
OBT:002914	maize plant
OBT:002921	pericycle
OBT:002950	wheat plant
OBT:002841	radicle
OBT:002906	fruit
OBT:002836	plumule
OBT:002935	sediment contaminated by organic pollutants
OBT:002910	inorganically contaminated sediment
OBT:002976	contaminated water
OBT:002915	marine and hypersaline microbial mat
OBT:002925	pine litter
OBT:002912	leaf litter
OBT:002900	drinking water treatment plant
OBT:003099	humus-rich acidic ash soil
OBT:003115	salt contaminated soil
OBT:002954	amended soil
OBT:003032	unamended soil
OBT:002899	creek water
OBT:002942	stream water
OBT:002879	Damselfish
OBT:002913	lining of the small intestine
OBT:002934	seaweed
OBT:002905	freshwater fish
OBT:003160	pesticide enriched soil
OBT:002980	edible oil and related product
OBT:003022	sauce
OBT:003033	water pipe
OBT:003077	sulfide-rich water
OBT:002992	intestinal epithelium
OBT:003017	pyritic acid mine drainage
OBT:003042	contaminated groundwater
OBT:003289	gold mine wastewater
OBT:002978	drinking water system
OBT:003024	stem nodule
OBT:003006	oil contaminated sediment
OBT:003162	roadside soil
OBT:002988	high-level radioactive sediment
OBT:003163	salt stressed soil
OBT:002972	coal mine lake
OBT:002952	acid mine water
OBT:003029	tidal marsh
OBT:003126	arsenic contaminated-soil
OBT:003019	rhizoplane
OBT:003020	root cortex
OBT:003021	salmon
OBT:002970	cis-dichloroethene contaminated sediment
OBT:002986	grape
OBT:003008	olive
OBT:003009	orange
OBT:003005	nitrobenzene contaminated sediment
OBT:003003	naphthalene contaminated sediment
OBT:001265	prepared meat
OBT:003157	metal contaminated soil
OBT:003037	anoxic water
OBT:002971	citrus fruit
OBT:002974	coffee
OBT:003239	wastewater treatment plant
OBT:003027	sulfide-saturated mud sediment
OBT:002989	hospital drinking water
OBT:002967	catfish
OBT:003148	fertilized soil
OBT:003018	raspberry
OBT:002969	cherry
OBT:002964	blackberry
OBT:002953	almond
OBT:002965	blueberry
OBT:003025	strawberry
OBT:003011	peach
OBT:003015	plum
OBT:002999	melon
OBT:002960	avocado
OBT:003012	pear
OBT:003030	tomato
OBT:002958	apple
OBT:002993	intestinal mucosa
OBT:002968	cephalopod
OBT:002995	macrophage
OBT:003001	monocyte
OBT:002981	egg
OBT:003004	neutrophil
OBT:002998	mast cell
OBT:003039	bedside carafe
OBT:003204	herbicide enriched soil
OBT:003065	palm oil
OBT:003207	insecticide enriched soil
OBT:003272	root hair
OBT:003262	industrial waste water treatment plant
OBT:002089	jam
OBT:001926	candied food
OBT:003276	water pollution treatment plant
OBT:003055	gum tissue
OBT:003049	fresh meat
OBT:003105	marine water
OBT:003051	freshwater marsh
OBT:003072	saline marsh
OBT:003189	chromate contaminated soil
OBT:003232	soil of roadside tree
OBT:003176	Cu-stressed soil
OBT:003203	heavy metal contaminated soil
OBT:003070	root endodermis
OBT:003076	stem epidermis
OBT:003075	stem cortex
OBT:003060	leaf epidermis
OBT:003246	agricultural wastewater treatment plant
OBT:003104	livestock manure
OBT:003103	liver paste
OBT:003225	salicylate enriched soil
OBT:003219	pantothenate enriched soil
OBT:003257	domestic wastewater treatment plant
OBT:003237	urea enriched soil
OBT:003342	bedside water bottle
OBT:003081	anoxic zone of freshwater lake
OBT:003093	fermented dairy product
OBT:003101	illuminated anoxic zone of aquatic environment
OBT:003044	decaying plant material
OBT:003068	pheasant
OBT:003056	hare
OBT:003041	boar
OBT:003074	squid
OBT:003066	partridge
OBT:003283	dairy wastewater treatment plant
OBT:003089	decaying fruit
OBT:003130	chicken manure
OBT:003133	coral reef water
OBT:003164	saltern
OBT:003092	dog
OBT:003265	mercury-enriched soil
OBT:003132	coastal water
OBT:003086	cat
OBT:003098	gum margin
OBT:003082	baking yeast
OBT:003083	bobtail squid
OBT:003241	yogurt
OBT:003113	pet turtle
OBT:003112	pet bird
OBT:003119	stem endodermis
OBT:001971	cooked fish
OBT:003097	garden lettuce
OBT:003146	fermented milk
OBT:003129	cattle waste
OBT:003167	stratified marine water column
OBT:003111	peat
OBT:003161	pig manure
OBT:003154	horse manure
OBT:003155	hospital humidifier
OBT:003150	fish waste
OBT:003252	chloropicrine-enriched soil
OBT:003141	farmyard manure
OBT:003209	kefir
OBT:003091	decaying wood
OBT:003090	decaying leaf
OBT:003107	monkey
OBT:003230	skin abscess
OBT:003173	tsetse fly
OBT:003175	young adult
OBT:003227	saltern crystallizer pond
OBT:003213	lagoon
OBT:003151	garlic plant
OBT:003233	solar saltern
OBT:003159	onion plant
OBT:003187	chicken yard waste
OBT:003195	dry sausage
OBT:003371	Balinese traditional fermented sausage
OBT:003138	decaying bark
OBT:003123	Euprymna scolopes
OBT:003558	Greek sausage
OBT:003243	Bulgarian yogurt
OBT:003156	ill person
OBT:003139	donkey
OBT:003221	peritrophic membrane
OBT:003170	sugar-beet refinery
OBT:002006	dried pea
OBT:002004	dried lentil
OBT:002003	dried bean
OBT:002474	ham
OBT:003226	saline lake
OBT:003137	decaying bamboo leaf
OBT:003380	deer
OBT:003136	decaying apple
OBT:003200	freshwater lake
OBT:003231	skin wound
OBT:003224	puparia
OBT:003220	patient
OBT:003596	fermented juice
OBT:003260	highly alkaline saline soda lake
OBT:003261	hypersaline lake
OBT:003247	bite
OBT:003546	wine
OBT:003212	laboratory rat
OBT:003256	digestive chamber
OBT:003541	beer
OBT:003196	female tsetse fly
OBT:003177	Glossina
OBT:003258	furuncle
OBT:003557	French dry sausage
OBT:003188	child
OBT:003180	adult tsetse fly
OBT:003206	immunodeficient person
OBT:003222	pet rabbit
OBT:003255	cultivated crucifer
OBT:003543	cider
OBT:003211	laboratory mice
OBT:003184	baby
OBT:003293	low temperature ground water
OBT:003425	red deer
OBT:003417	forest musk deer
OBT:003441	white tail deer
OBT:003268	open skin wound
OBT:003264	marine fish
OBT:003179	adolescent
OBT:003304	soybean plant
OBT:003277	Medicago
OBT:003300	poultry
OBT:003548	apple cider
OBT:003248	boy
OBT:003290	guar plant
OBT:003296	mung bean plant
OBT:003251	cheese factory
OBT:003345	organic compound contaminated soil
OBT:003597	fermented Elaeis Palm sap
OBT:003307	tomato-marinated broiler meat strip
OBT:003263	infant
OBT:003286	extreme acid mine drainage
OBT:003298	pea plant
OBT:003295	mammalian livestock
OBT:003280	cabbage
OBT:003278	brocoli
OBT:003279	brussel sprout
OBT:003287	fenugreek
OBT:003245	adult human
OBT:003550	beer Shava
OBT:003547	Bristish beer
OBT:003259	girl
OBT:003600	fermented cabbage juice
OBT:003292	large intestine
OBT:003303	small intestine
OBT:003323	polluted seawater
OBT:003316	duck
OBT:003318	goose
OBT:003330	turkey
OBT:003269	patient with infectious disease
OBT:003308	traveler
OBT:003319	hen
OBT:003312	Alfalfa
OBT:003361	natural gas-enriched soil
OBT:003359	hydrocarbon contaminated soil
OBT:003315	dairy livestock
OBT:003329	swine
OBT:003325	quail
OBT:003320	horse
OBT:003288	formula fed infant
OBT:003314	chicken
OBT:003311	worker
OBT:003305	student
OBT:003348	PCB contaminated soil
OBT:003335	crude-oil-contaminated seawater
OBT:003291	inmate
OBT:003327	scientist
OBT:003317	farmer
OBT:003339	soldier
OBT:003372	PAH contaminated soil
OBT:003403	xylene contaminated soil
OBT:003379	creosote contaminated soil
OBT:003334	broiler chicken
OBT:003321	medical staff
OBT:003340	sow
OBT:003389	oil contaminated soil
OBT:003333	alkaline soda lake
OBT:003336	livestock boar
OBT:003337	pig
OBT:003392	quinate enriched soil
OBT:003328	slaughterer
OBT:003332	welder
OBT:003385	landfill contaminated by PCB
OBT:003346	spring high in sulfide
OBT:003338	researcher
OBT:003411	creosote wood preservative-contaminated soil
OBT:003078	sunflower oil
OBT:003409	contaminated soil with total petroleum hydrocarbon
OBT:003430	soil contaminated with used engine oil
OBT:003424	phenanthrene contaminated soil
OBT:003341	ABF pig
OBT:003369	vegetable puree
OBT:003367	sulfide-rich hot spring
OBT:003565	vinegar
OBT:003536	olive oil
OBT:003568	rice vinegar
OBT:003439	warm seawater
OBT:003567	malt vinegar
OBT:003570	soy sauce
OBT:003408	chlorophenol-contaminated groundwater
OBT:003234	sour milk
OBT:003446	contaminated aquifer
OBT:003358	hospital tap water
OBT:003462	warm coastal water
OBT:003555	fermented dry sausage
OBT:003485	arsenic-rich aquifer
OBT:003484	aquifer contaminated with unleaded gasoline
OBT:003488	chloroethene-contaminated aquifer
OBT:003545	waste water pipe
OBT:003490	goat
OBT:003453	newborn infant
OBT:003451	man
OBT:003487	cauliflower
OBT:003463	woman
OBT:003493	pregnant woman
OBT:003491	mother
OBT:003528	working horse
OBT:003531	sheep
OBT:003529	decaying leaf litter
OBT:003532	cattle
OBT:003553	marine farm fish
OBT:003542	bovine
OBT:003549	beef cattle
OBT:003590	acetamide enriched soil
OBT:003566	ewe
OBT:003569	lamb
OBT:003285	elderly person
OBT:003572	cow
OBT:003571	bull
OBT:003577	calf
OBT:003591	decaying leaf litter from a pine forest
OBT:003594	dairy goat
OBT:003598	dairy sheep
OBT:003599	dairy cow
OBT:000000	root for extraction
OBT:000106	liquid medium
OBT:000248	cryophile
OBT:000643	genital tract
OBT:001469	buttermilk
OBT:001799	subgingiva
OBT:001793	stomach mucosa
OBT:000329	intracellular
OBT:002102	left arm
OBT:002226	right arm
OBT:002613	surgery
OBT:002510	louse-born
OBT:002697	community
OBT:003186	chicken faeces
OBT:000288	free-living
OBT:002811	isoniazid resistant
OBT:002849	rifampin resistant
OBT:002792	ethambutol resistant
OBT:002839	pyrazinamide resistant
OBT:000360	nutrient broth
OBT:001233	obligate halophile
OBT:000107	lytic
OBT:000063	coagulase activity
OBT:000236	coagulase positive
OBT:000235	coagulase negative
OBT:002762	ampicillin resistant
OBT:002763	ampicillin sensitive
OBT:002920	oxacillin resistant
OBT:000776	opportunistic pathogen
OBT:000614	encapsulated
OBT:002869	tetracycline resistant
OBT:002858	streptomycin resistant
OBT:002840	quinolone resistant
OBT:002823	naladixic acid resistant
OBT:002760	aminoglycosides resistant
OBT:002772	chloramphenicol resistant
OBT:002790	erythromycin resistant
OBT:000441	symbiont
OBT:003326	saprophytic
OBT:000285	flesh
OBT:002183	phagocytosis resistant
OBT:002866	susceptible to quinupristin
OBT:002865	susceptible to dalfopristin
OBT:002848	resistance to quinupristin
OBT:002845	resistance to dalfopristin
OBT:001667	obligate methanotroph
OBT:000131	phenotype wrt immune system impact
OBT:002843	resistance to amikacin
OBT:002846	resistance to imipenem
OBT:002847	resistance to levofloxacin
OBT:000771	obligate parasite
OBT:000396	pore forming
OBT:002867	teicoplanin resistant
OBT:002868	teicoplanin sensitive
OBT:000453	thermotolerant
OBT:002864	susceptibility to azithromycin
OBT:002857	spectinomycin-resistant
OBT:002844	resistance to cotrimoxazole
OBT:000216	body surface
OBT:002798	gentamicin sensitive
OBT:002797	gentamicin resistant
OBT:002872	trimethoprim resistant
OBT:002861	sulfamethoxazole resistant
OBT:002801	glycopeptide antibiotics resistant
OBT:002761	amoxicillin resistant
OBT:002824	norfloxacin resistant
OBT:002825	norfloxacin sensitive
OBT:002826	norfloxacin tolerant
OBT:002765	antagonist
OBT:001753	salt
OBT:002750	vegetarian
OBT:003388	natto
OBT:000804	photosynthetic
OBT:000042	antimicrobial activity
OBT:000827	probiotic
OBT:001288	ropy colony
